Age,DailyRate,DistanceFromHome,Education,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,income_per_year_at_company,years_since_last_promotion_gap,overall_satisfaction_composite,experience_ratio,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes,Attrition
0.4463504035345031,0.7425265337769018,-1.0109093429124179,-0.8916882501868245,-0.6605306743650393,1.3831382668932737,0.3796721288811475,-0.05778754527941421,1.1532535902386967,-0.10834951351067117,0.7260199409380492,2.1251359240839385,-1.1505541015749308,-0.42623001504290287,-1.584178240646517,-0.9320143892374165,-0.42164245835933756,-2.171981830933257,-2.4938204216722384,-0.16461310905422863,-0.063295899399149,-0.6791456840737199,0.24583399463483546,-0.2316133832656673,0.24341018959945004,-1.4455905142848562,0.2983229624701303,-0.48185865349153717,0.639840584172622,-1.3740508422516025,1.515243916193211,1.194044628251987,-0.3482548844322107,-0.6791410784025343,-0.24305927219151896,-0.31409347099260015,-1.224744871391589,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,1.8732865381429853,-0.2446249870365339,-0.9189214123677304,1.4586499149789454,1.5917455343596372,1
1.3223652142096962,-1.2977746019136118,-0.14714972001373974,-1.8684257522543597,0.2546249253678617,-0.2406767700620191,-1.0261667362455194,-0.05778754527941421,-0.6608531809232983,-0.29171858995657424,1.4888761391146892,-0.6780493930322936,2.1293060069870897,2.346151056253851,1.1914379855160337,0.24198831185855807,-0.16451140099023315,0.1557070814399298,0.33809616377248186,0.48850772848886465,0.7649976209279952,-0.3687152874355457,0.8065414765793012,-0.5195883048600299,0.8624637859855945,0.5320903195901912,1.1507914064214602,2.075297377672938,-1.562889295765913,0.7277751079147405,-0.6599597525607148,1.194044628251987,-0.3482548844322107,-0.6791410784025343,-0.24305927219151896,-0.31409347099260015,0.816496580927726,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,2.0085433964299764,-0.5338211638414452,-0.2446249870365339,1.0882323412438057,-0.6855654600401044,-0.6282411217206918,0
0.008342998196906572,1.4143632382387843,-0.8875151110697495,-0.8916882501868245,1.1697805251007627,1.2847252343505287,-1.0261667362455194,-0.9614863916702531,0.24620020465769926,-0.9376536912260358,-1.6748408610979753,1.3242258334793007,-0.057267398720923963,-0.42623001504290287,-0.6589728319256667,-0.9320143892374165,-0.5502079870438897,0.1557070814399298,0.33809616377248186,-1.1442943653688686,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,0.6799793724040627,-0.9946970031728387,0.5320903195901912,-2.045965258396027,-0.48185865349153717,0.639840584172622,0.7277751079147405,-0.6599597525607148,-0.8374896350934076,-0.3482548844322107,-0.6791410784025343,4.114222802461321,-0.31409347099260015,0.816496580927726,-0.19149769743816367,2.162331074483201,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,-0.9189214123677304,1.4586499149789454,1.5917455343596372,1
-0.42966440714069,1.4614661806180305,-0.7641208792270812,1.0617867539482457,1.1697805251007627,-0.4867093514188816,0.3796721288811475,-0.9614863916702531,0.24620020465769926,-0.7636336754564013,1.2432105837696696,-0.6780493930322936,-1.1505541015749308,-0.42623001504290287,0.26623257679518353,-0.9320143892374165,-0.42164245835933756,0.1557070814399298,0.33809616377248186,0.16194730971731802,0.7649976209279952,0.2521455058408027,-1.1559347102263289,-0.6253433972733027,0.03705899080406859,1.026510528058953,1.079752369425516,2.075297377672938,-1.562889295765913,0.7277751079147405,-0.6599597525607148,1.194044628251987,-0.3482548844322107,-0.6791410784025343,-0.24305927219151896,-0.31409347099260015,-1.224744871391589,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,2.0085433964299764,-0.5338211638414452,-0.2446249870365339,1.0882323412438057,-0.6855654600401044,1.5917455343596372,0
-1.0866755151470848,-0.5242947060017769,-0.8875151110697495,-1.8684257522543597,-1.5756862740979403,-1.2740136117608418,0.3796721288811475,-0.9614863916702531,-0.6608531809232983,-0.6448581091374443,0.3258998974213038,2.5255909693862573,-0.8772324258614291,-0.42623001504290287,1.1914379855160337,0.24198831185855807,-0.678773515728442,0.1557070814399298,0.33809616377248186,-0.8177339465973219,-0.6154915796172451,-0.058284890797371494,-0.5952272282818631,-0.01007428471862978,-0.9946970031728387,-0.4567500973473325,-1.0412703065962452,-0.48185865349153717,0.639840584172622,0.7277751079147405,-0.6599597525607148,-0.8374896350934076,-0.3482548844322107,1.4724481139503225,-0.24305927219151896,-0.31409347099260015,0.816496580927726,-0.19149769743816367,2.162331074483201,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,1.0882323412438057,-0.6855654600401044,-0.6282411217206918,0
-0.5391662584750891,0.5020536174196967,-0.8875151110697495,-0.8916882501868245,1.1697805251007627,0.645040522822686,0.3796721288811475,-0.9614863916702531,1.1532535902386967,-0.7298495698307945,-0.34419928329096944,-1.0785044383346125,-0.6039107501479274,-0.42623001504290287,0.26623257679518353,-0.9320143892374165,-0.42164245835933756,-0.6201892226844657,-1.0778621289498782,-0.0013328996684553085,0.7649976209279952,0.2521455058408027,0.5261877356070683,-0.5808092420283514,-0.1692922079913129,1.026510528058953,0.6890376659478233,2.075297377672938,-1.562889295765913,0.7277751079147405,-0.6599597525607148,1.194044628251987,-0.3482548844322107,-0.6791410784025343,-0.24305927219151896,-0.31409347099260015,0.816496580927726,-0.19149769743816367,2.162331074483201,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,-0.9189214123677304,1.4586499149789454,-0.6282411217206918,0
2.4173837275536876,1.2928872289449382,-0.7641208792270812,0.08504925188071055,0.2546249253678617,0.743453555365431,1.7855109940078144,-0.9614863916702531,-1.5679065665042957,-0.814416073220678,-0.6112270608399039,0.523315742874663,1.3093409798465847,2.346151056253851,-1.584178240646517,2.5899937140505074,0.09261965637887129,0.1557070814399298,-1.0778621289498782,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,0.12217368597190764,-0.7883458043774573,-1.940010722753618,-1.7754704636807008,-0.48185865349153717,0.639840584172622,0.7277751079147405,-0.6599597525607148,-0.8374896350934076,-0.3482548844322107,1.4724481139503225,-0.24305927219151896,-0.31409347099260015,-1.224744871391589,-0.19149769743816367,2.162331074483201,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,1.0882323412438057,-0.6855654600401044,1.5917455343596372,0
-0.7581699611438873,1.3771767047814845,1.827157989468953,-1.8684257522543597,1.1697805251007627,0.05456232756621595,0.3796721288811475,-0.9614863916702531,0.24620020465769926,-0.8095290642308104,-0.1374635670938734,-0.6780493930322936,1.855984331273588,2.346151056253851,-0.6589728319256667,0.24198831185855807,-1.3216011591512031,-0.6201892226844657,0.33809616377248186,-0.9810141559830953,-1.1676872598353414,-0.6791456840737199,-1.1559347102263289,0.13067006397716563,-0.7883458043774573,0.5320903195901912,-0.2877490927464089,-0.48185865349153717,0.639840584172622,0.7277751079147405,-0.6599597525607148,1.194044628251987,-0.3482548844322107,-0.6791410784025343,-0.24305927219151896,-0.31409347099260015,0.816496580927726,-0.19149769743816367,2.162331074483201,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,-0.9189214123677304,-0.6855654600401044,-0.6282411217206918,0
0.11784484953130571,-1.4539580424342708,1.7037637576262845,0.08504925188071055,1.1697805251007627,-1.0771875466753518,-1.0261667362455194,0.8459113011114247,0.24620020465769926,0.6423375630633446,-0.7766437419846911,-1.0785044383346125,1.5826626555600865,2.346151056253851,-0.6589728319256667,-0.9320143892374165,-0.16451140099023315,-0.6201892226844657,0.33809616377248186,0.32522751910309133,0.7649976209279952,-0.3687152874355457,1.086895217551534,-0.16034935308988846,0.656112587190213,0.5320903195901912,0.8311157399397118,2.075297377672938,-1.562889295765913,0.7277751079147405,-0.6599597525607148,1.194044628251987,-0.3482548844322107,-0.6791410784025343,-0.24305927219151896,-0.31409347099260015,0.816496580927726,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,3.0229010957162923,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,-0.9189214123677304,1.4586499149789454,-0.6282411217206918,0
-0.10115885313749257,1.230909673182772,2.197340684996958,0.08504925188071055,0.2546249253678617,1.3831382668932737,0.3796721288811475,-0.05778754527941421,0.24620020465769926,-0.2689833742211031,0.31817014596593995,1.3242258334793007,-0.6039107501479274,-0.42623001504290287,-0.6589728319256667,1.4159910129545328,0.7354472998016324,0.1557070814399298,-1.0778621289498782,-0.0013328996684553085,0.7649976209279952,1.4938670923934996,0.8065414765793012,-0.3804978953609102,-0.9946970031728387,-0.4567500973473325,-0.6784637962241018,-0.48185865349153717,0.639840584172622,0.7277751079147405,-0.6599597525607148,-0.8374896350934076,-0.3482548844322107,1.4724481139503225,-0.24305927219151896,-0.31409347099260015,0.816496580927726,-0.19149769743816367,-0.4624638714212627,-0.2730593406363751,-0.3308080444368773,-0.23990405756162686,-0.49787323578739656,-0.5338211638414452,-0.2446249870365339,1.0882323412438057,-0.6855654600401044,-0.6282411217206918,0
